,EV/EBIT,Op. In./(NWC+FA),P/E,P/B,P/S,Op. In./Interest Expense,Working Capital Ratio,RoE,ROCE,Debt/Equity,Debt Ratio,Cash Ratio,Asset Turnover,Gross Profit Margin,(CA-CL)/TA,RE/TA,EBIT/TA,Book Equity/TL
0,24.815418604651164,0.2295932295932296,32.17581871345029,4.551863495346432,4.921346153846154,-14.75438596491228,3.3008709422011084,0.14146845915201656,0.1200614267764903,0.7427094105480868,2.3464216095795045,2.120348376880443,5.907529722589167,0.5386851520572451,0.3448848801329219,-0.014953714692618086,0.10206503679088536,1.3464216095795043
1,21.474313326551375,0.2583595312946556,68.21914556962025,4.716090570991031,4.386904761904762,-24.43243243243243,3.286080273270709,0.0691314810763509,0.13337856173677068,0.8685189236490921,2.1513853904282114,1.9188727583262168,5.978102189781022,0.5453805453805454,0.3134293408266011,-0.03933965577801194,0.11509190961245756,1.1513853904282116
2,28.966666666666665,0.48034711587544665,24.926330532212884,5.62259898904802,5.170656595002905,-24.763157894736842,1.533173076923077,0.22556866048862678,0.12981551817688552,0.9907329401853412,2.0093537414965987,0.6644230769230769,6.074117647058824,0.5432887855897733,0.11732966567922133,-0.0019043588658484976,0.10124841303427846,1.0093537414965987
3,41.79578947368421,0.3029001074113856,51.738191933240614,7.633851836650933,6.967551976025473,-12.085714285714285,2.3278800272665303,0.14754771188179766,0.11176470588235295,0.9755797250153909,2.0250315523769458,0.9822767552828903,6.318343195266272,0.5313729162764562,0.20234756414251584,0.008413836086008103,0.09473356185727641,1.0250315523769458
4,9.678110749185668,0.15794152508889767,40.8642396313364,1.304433656957929,0.7610315825609337,-15.375,1.3031980319803198,0.031921153280376584,0.0648820007044734,1.5664901441600472,1.6383697999812188,0.4175891758917589,1.2751149047931714,0.2283728115345005,0.05651401387057947,0.006476758181922394,0.0527884450048719,0.6383697999812189
5,5.879800724637681,0.24502200796478726,23.2092,0.7847308628617798,0.43291054241587706,-19.16393442622951,1.4162384378211716,0.03381119826886665,0.08479913971887242,1.1555315120367866,1.8654026217228465,0.381294964028777,1.6095832832953045,0.24994404237857196,0.07623290249717656,0.02139540720291128,0.06926841510854562,0.8654026217228464
6,-6.592275042444822,0.09861533265788584,-2.632755555555556,0.5032025144410466,0.28389245662800733,-7.239669421487603,1.3772922356613344,-0.191131498470948,-0.04880676168379185,1.4857288481141693,1.6730703259005146,0.3429574717128365,1.3179636179888832,0.18173104572031054,0.06609254323012781,-0.03793315562846012,-0.0402569885858793,0.6730703259005146
7,36.62134969325153,0.04816180578835624,-30.066352941176472,1.0189952153110047,0.5504286021968555,-2.952054794520548,1.6370880115900037,-0.033891547049441785,0.01347218778411439,1.9625199362041468,1.509548963835839,0.582035494386092,1.2915159944367176,0.1418264053413741,0.11837146702557201,-0.048788694481830416,0.010969044414535667,0.5095489638358391
8,10.461028093706936,0.15140996278270827,19.928483868954757,-32.75425169230769,0.5994161775608841,-4.411887382690303,0.5955202500325564,-1.6435897435897435,0.11633312849012745,-50.0,0.9854382525903108,0.32986065893996613,1.2478627473943085,0.3057575899770072,-0.11768494837548546,-0.02548072369044236,0.08248555460831676,-0.014561747409689163
9,12.884601346562722,0.10779658265351678,11.789904390934844,-50.0,0.37375328349161446,-2.831556503198294,0.47728779840848806,-5.0,0.06642500706148197,-50.0,0.9972180612026535,0.2630415561450044,1.3062642970262186,0.5419950158281134,-0.15614064047540444,0.0022449653350940903,0.046583030703202376,-0.0027819387973464582
10,10.329316985111662,0.12314182402571314,7.599476844602609,-50.0,0.27994926498863837,-3.166322314049587,0.44814592321555347,-5.0,0.07734382496881298,-50.0,0.9980370302596776,0.20894544263011305,1.3078439777111015,0.2865320748120958,-0.16843070255854656,0.03773647803983665,0.053737811484290354,-0.001962969740322393
11,-3.33972715691049,-0.3973689227836034,-0.9634191018570626,-1.2465383311489735,0.4937404810520852,8.786677908937605,0.6696239966201943,1.2938692296490462,-0.22595127533616496,-10.029852919761177,0.9002976406533575,0.41426760818395797,0.5469257705290388,-0.29912903039741595,-0.08827893175074183,-0.10747000387046833,-0.16557540962456457,-0.09970235934664247
12,0.0,0.0,-15.447386913473958,2.0446494729444837,5.928019790748899,-200.0,7.41869183040331,-0.13236215836356385,-0.1189151203206017,0.14692978291010617,7.805972078593588,6.882109617373319,0.0,0.0,0.8222796297216288,0.6453375726563665,-0.10368125589944856,6.805972078593588
13,0.0,0.0,-4.000408973887459,1.0214209784956334,2.7319130980786137,-200.0,6.7796485009599765,-0.2553291388862804,-0.24652549535167623,0.15895858766081322,7.290946684389307,6.193619849357554,0.0,0.0,0.7927157817975571,0.537970709178196,-0.2127129458950311,6.290946684389307
14,0.0,0.0,-8.609958208955224,0.5352800571020699,500.0,-200.0,6.591714285714286,-0.062169878658101356,-0.052932018681888945,0.26690459195812516,4.746657158138706,5.564571428571429,0.0,0.0,0.7350886418269231,0.44437349759615385,-0.045973557692307696,3.7466571581387056
15,-1.6307000629177324,0.24494591549453285,-2.6613711679051715,0.9948905633852317,0.40790983901842104,-17.51199280431741,2.754962531819839,-0.3738263100551787,-0.3658538426125086,0.9027266017643131,2.107755103312092,0.25940793800626344,8.658576633228527,0.624549042347222,0.3805011906547456,0.0013897744811988855,-0.28653145242146594,1.1077551033120916
16,6.127333758204855,0.2436066253516076,7.508148974996958,1.6659919251611277,1.4522443362915187,-136.50078492935637,3.248529162188154,0.22189116528042824,0.22277882995532025,0.35918577995415213,3.784074581481605,1.1734457204276745,1.9315105863809279,0.43491338611509983,0.3509814916200131,0.08419281917242111,0.18800443282764953,2.784074581481605
